study_id	analysis_id	platform	ion_mode	evidence_family	feature_id	asinh_scale_multiplier	primary_scale	effect	p	interpretation	q_evidence_family	direction
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__251	0.001	FALSE	0.000436218133128564	1.31823738534361e-05	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.000264471375434562	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__31	0.001	FALSE	0.00898717028266222	1.89148811388715e-05	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.000357157461504573	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__168	0.001	FALSE	0.00185798057618083	2.2293377859169e-05	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.000397565238488514	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__107	0.001	FALSE	0.00291740646844972	4.59699295543759e-05	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.000776649862471299	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__52	0.001	FALSE	0.000231056366137873	5.22130666133065e-05	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.000798114018231971	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__112	0.001	FALSE	1.63556874804323e-05	5.12611477356414e-05	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.000798114018231971	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__260	0.001	FALSE	0.000927548882797219	6.21379426042506e-05	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.000906649071634747	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__82	0.001	FALSE	0.000748874676116021	6.89910661315448e-05	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00096287531427069	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__199	0.001	FALSE	-0.000277999735243152	8.87181218355245e-05	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00116332062364842	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__211	0.001	FALSE	-0.0141044852324818	9.06012946766681e-05	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00116332062364842	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__66	0.001	FALSE	0.00959580858958741	0.000123628296259628	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00152633396535925	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__255	0.001	FALSE	7.27443738449375e-05	0.000150307436951171	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00178698841708615	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__258	0.001	FALSE	3.24469373787146e-05	0.000175648218765216	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00194424407667704	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__32	0.001	FALSE	0.000784238766327747	0.000171469569024159	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00194424407667704	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__222	0.001	FALSE	0.000115253806434036	0.000185179394442712	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00198141952053702	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__253	0.001	FALSE	0.01863208688663	0.000205054588125855	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00212330718672256	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__174	0.001	FALSE	0.00462726047889512	0.000233766141476082	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00234496660668195	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__27	0.001	FALSE	-9.3163686718993e-05	0.000244792931833036	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00238116760964862	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__75	0.001	FALSE	0.166632027050331	0.000288830108554435	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00272689602488158	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__8	0.001	FALSE	0.0153442770704678	0.000297337872384852	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00272701305815822	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__21	0.001	FALSE	-0.0021224785801352	0.000333855095849095	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00297687460465443	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__252	0.001	FALSE	0.000114969746026434	0.000368387844118455	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00311518612297158	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__148	0.001	FALSE	7.40196244377002e-05	0.000368775927329969	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00311518612297158	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__88	0.001	FALSE	0.0116207206656784	0.000390058570669785	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00321048208166669	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__183	0.001	FALSE	0.000508772485501407	0.000415980088795273	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00325681971959226	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__246	0.001	FALSE	0.0222461413137469	0.000406209689502152	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00325681971959226	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__229	0.001	FALSE	1.06288124981392e-05	0.000473817652790819	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00362132063204412	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__173	0.001	FALSE	0.000884825983132922	0.000497438163363403	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0037134337311547	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__114	0.001	FALSE	0.000312266761689167	0.000650074336265122	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00474258777138873	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__54	0.001	FALSE	0.035924926522867	0.000679168311937746	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00484473395848926	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__37	0.001	FALSE	0.0146423880600238	0.000759339567713731	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0052988695920893	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__92	0.001	FALSE	-0.00160072823067241	0.00079803216725847	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00545038990829721	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__135	0.001	FALSE	0.000365221983623895	0.000984357100862887	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00658288811202056	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__118	0.001	FALSE	0.000186457925271271	0.00102372129890135	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00670641912137418	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__209	0.001	FALSE	7.83712499967962e-06	0.0010767554931878	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00690452486651125	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__244	0.001	FALSE	2.49313749610099e-05	0.00109698058626814	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00690452486651125	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__47	0.001	FALSE	-3.83025624354671e-05	0.00116107072591577	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00716737890421083	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__129	0.001	FALSE	-0.00809456732895247	0.00122329579180615	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00740901790886369	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__165	0.001	FALSE	0.00163549272985275	0.00127167940440418	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00755942757062484	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__69	0.001	FALSE	8.50049994882693e-05	0.0013040910561715	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.00761114961874638	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__167	0.001	FALSE	0.00215314060422996	0.00181747356299838	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0104180181021871	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__217	0.001	FALSE	2.72341874482266e-05	0.001859842331134	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0104738489174389	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__3	0.001	FALSE	2.26729998283771e-05	0.00194303922131536	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0107537170696936	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__98	0.001	FALSE	0.000969144534052745	0.0020877682161057	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0113588745316937	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__217	0.001	FALSE	0.000368261599924031	0.00231326952045586	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0123759919344388	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__86	0.001	FALSE	0.000528289417936657	0.00238458693219066	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0125484000857902	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__140	0.001	FALSE	0.0149051312508469	0.00289270164473519	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0149767294832257	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__114	0.001	FALSE	-0.0423209033061966	0.00320399824836613	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0163251339321512	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__115	0.001	FALSE	-0.042493867702599	0.00331541647409106	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.016628885752863	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__239	0.001	FALSE	7.36412499869878e-06	0.00353615088990612	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0174631451639979	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__227	0.001	FALSE	-0.000944348310853533	0.00381551465680662	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0183633149674998	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__218	0.001	FALSE	0.00891563798978594	0.0038328414418146	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0183633149674998	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__33	0.001	FALSE	0.0380626432734973	0.00418603931861031	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0186627586288043	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__113	0.001	FALSE	0.0133643911866411	0.00415464202116976	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0186627586288043	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__214	0.001	FALSE	2.46074373219727e-05	0.00406114899217483	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0186627586288043	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__3	0.001	FALSE	-0.00339284474668476	0.0040977368433666	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0186627586288043	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__191	0.001	FALSE	-0.000110017436056087	0.00403257060116669	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0186627586288043	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__218	0.001	FALSE	0.000134590743831502	0.0043788006107356	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0192547259732346	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__191	0.001	FALSE	1.44982499946252e-05	0.00465737329213384	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0202029300915535	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__139	0.001	FALSE	0.000833878408149603	0.00492880388570998	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0210952806308387	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__196	0.001	FALSE	-0.000430340463893738	0.00619436857187939	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.025823276773679	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__184	0.001	FALSE	0.00127735224784193	0.00616947364187834	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.025823276773679	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__107	0.001	FALSE	6.82330616922936e-05	0.00674876703892968	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.027773772044826	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__204	0.001	FALSE	0.00858673643758261	0.00722975032476904	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0293765804335552	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__128	0.001	FALSE	0.00155429442368578	0.0075111150449141	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0301383491177178	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__95	0.001	FALSE	-0.110253703861294	0.00818184295213057	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.032424340588073	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__151	0.001	FALSE	0.000104207178859647	0.00857156689113917	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0335545484397033	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__189	0.001	FALSE	-0.00207882184236964	0.0089041798948958	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0344366475453199	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__54	0.001	FALSE	-6.63279369672828e-05	0.00905724044047077	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0346115973975133	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__235	0.001	FALSE	0.200864974415055	0.0103855702131669	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0392208004520775	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__126	0.001	FALSE	0.0107619169964079	0.0111851328169576	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0417491585377137	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__141	0.001	FALSE	0.00119025525602789	0.0113596603415018	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0419132295358859	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__53	0.001	FALSE	0.000914682158924203	0.0115647426711801	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0421850272437364	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__49	0.001	FALSE	-0.00067749910915165	0.0121632204531474	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0438695928703405	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__122	0.001	FALSE	4.6092687361522e-05	0.0139240121765694	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0496623100964308	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__184	0.001	FALSE	0.00429848188549569	0.0153349193093497	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0540935065747392	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__8	0.001	FALSE	-0.00102652395692378	0.0157181138767564	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0548425495047696	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__135	0.001	FALSE	1.99128124875096e-05	0.0162871023973835	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0556838843178205	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__160	0.001	FALSE	0.000142573043630969	0.0163061841927574	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0556838843178205	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__108	0.001	FALSE	-0.0175064488841957	0.0165041748459389	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0557667381636461	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__24	0.001	FALSE	0.0160716624365515	0.0168397520356573	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0559385410231873	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__41	0.001	FALSE	-0.00888729644744505	0.0169035466643276	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0559385410231873	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__103	0.001	FALSE	0.000135453616894586	0.0174220830535464	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0570662108182488	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__126	0.001	FALSE	5.84448119099817e-05	0.0177712257036445	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0576218530390899	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__61	0.001	FALSE	0.0420254434737428	0.0185326345643224	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0594897569514749	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__146	0.001	FALSE	0.00011818986789455	0.0206913074733317	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0657614821677175	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__60	0.001	FALSE	0.00425487334935094	0.0209522085320373	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0659378327331763	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__24	0.001	FALSE	0.000191481605235538	0.021359768416415	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0665678219579536	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__77	0.001	FALSE	0.000110276493033066	0.0231538495324713	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0714652471146469	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__65	0.001	FALSE	4.7478124998512e-06	0.0241278061176174	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0737621501310017	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__62	0.001	FALSE	8.25099999650918e-06	0.025165663901804	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0757032230308022	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__76	0.001	FALSE	-0.000112174432758775	0.0252344076769341	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.0757032230308022	lower_in_early_ESCC
