gene_id	gene_name	gene_type	chromosome	start	end	nonmissing_patients	median_copy_number	median_relative_log2	relative_log2_iqr	gain_frequency	loss_frequency	amplification_frequency	homozygous_deletion_frequency	dominant_cnv_event	recurrent_cnv_class	expressed_filter	cnv_coverage_filter	cnv_variation_filter	test_eligible	n_patients	spearman_rho_relative_cnv	p_relative_cnv	q_relative_cnv	spearman_rho_absolute_cnv	p_absolute_cnv	q_absolute_cnv	direction_stable_between_cnv_scales	discordance_code	dosage_evidence	mutation_symbol	nonsynonymous_variants	mutated_patients	likely_lof_variants	likely_lof_patients	hotspot_variants	max_observed_aa_position	oncodrive_cluster_score	oncodrive_fraction_in_clusters	oncodrive_p	oncodrive_fdr	mutation_frequency_96	recurrent_mutation	gene_span_bp	long_gene_passenger_flag	large_protein_mutability_flag	oncodrive_support_only	high_confidence_mutation_pattern	recurrent_high_level_cnv	recurrent_broad_cnv	strong_dosage	conditional_dosage	precise_reverse_dosage	multi_event_convergence	multi_event_convergence_status	evidence_unit_count	candidate_model_eligible	decision	primary_candidate_route
ENSG00000141510.18	TP53	protein_coding	chr17	7661779	7687538	96	2	0	0.310619927140868	0.177083333333333	0.25	0.03125	0	amplification	recurrent_loss	TRUE	TRUE	TRUE	TRUE	95	0.166772654964734	0.106242677279114	0.153058006731083	0.24269257811882	0.0178023185404993	0.0403447111741624	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	TP53	99	86	41	39	76	391	0.351357015709272	0.464646464646465	0.288902964019758	0.563320509893807	0.895833333333333	TRUE	25760	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	strong_patient_level_candidate	mutation_recurrence_hotspot_or_multihit_lof
ENSG00000127616.19	SMARCA4	protein_coding	chr19	10960932	11079426	96	2	0	0	0.1875	0.166666666666667	0.03125	0	amplification	not_recurrent	TRUE	TRUE	FALSE	FALSE									not_comparable		SMARCA4	7	7	0	0	5	1445	0.285714285714286	0.285714285714286	0.479404445840641	0.684863494058058	0.0729166666666667	TRUE	118495	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	strong_patient_level_candidate	mutation_recurrence_hotspot_or_multihit_lof
ENSG00000039139.9	DNAH5	protein_coding	chr5	13690331	13944543	96	4	0.466442902070731	0.84799690655495	0.625	0.03125	0.28125	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	0.40440695966271	4.8128063564539e-05	0.000152972456673053	0.27671585730784	0.00663535871631497	0.0179500041041609	TRUE	support	strong_positive_dosage	DNAH5	12	12	0	0	0	4616					0.125	TRUE	254213	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	conditional_pending_cnv_focality	2	TRUE	conditional_candidate	mutation_plus_cnv_dosage_conditional_pending_focality
ENSG00000196367.14	TRRAP	protein_coding	chr7	98877933	99050831	96	3.5	0.326038348289847	0.485426827170242	0.5	0.0520833333333333	0.166666666666667	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	0.601224479584046	1.17668331037243e-10	1.71920480900267e-09	0.519820231082277	6.72524096791464e-08	1.45564607699286e-06	TRUE	support	strong_positive_dosage	TRRAP	8	7	0	0	0	3846					0.0729166666666667	TRUE	172899	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	conditional_pending_cnv_focality	2	TRUE	conditional_candidate	mutation_plus_cnv_dosage_conditional_pending_focality
ENSG00000162105.19	SHANK2	protein_coding	chr11	70467856	71252577	96	4	0.750036801567322	2.08166130027353	0.625	0.03125	0.5	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	0.473099370717606	1.28859070161275e-06	6.17141513514082e-06	0.438131377303265	8.97580511380582e-06	8.33317426451577e-05	TRUE	support	strong_positive_dosage	SHANK2	5	5	0	0	0	1748					0.0520833333333333	TRUE	784722	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	conditional_pending_cnv_focality	2	TRUE	conditional_candidate	mutation_plus_cnv_dosage_conditional_pending_focality
ENSG00000178209.16	PLEC	protein_coding	chr8	143915153	143976734	96	4	0.362570079384708	0.84799690655495	0.59375	0.0520833333333333	0.270833333333333	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	0.464360333960923	2.13592471603874e-06	9.60219682694196e-06	0.286797485777472	0.0048353737428292	0.0139667299744604	TRUE	support	strong_positive_dosage	PLEC	6	5	0	0	0	2619					0.0520833333333333	TRUE	61582	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	conditional_pending_cnv_focality	2	TRUE	conditional_candidate	mutation_plus_cnv_dosage_conditional_pending_focality
ENSG00000164659.15	ELAPOR2	protein_coding	chr7	86876906	87059654	96	4	0.360671783119073	0.485426827170242	0.510416666666667	0.0416666666666667	0.166666666666667	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	0.404650609387456	4.75777738209546e-05	0.000151603348642549	0.358258127843894	0.000364225136717423	0.00167906331655774	TRUE	support	strong_positive_dosage	ELAPOR2	5	5	1	1	0	476					0.0520833333333333	TRUE	182749	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	conditional_pending_cnv_focality	2	TRUE	conditional_candidate	mutation_plus_cnv_dosage_conditional_pending_focality
ENSG00000253729.8	PRKDC	protein_coding	chr8	47773111	47960178	96	3	0.289506617194985	0.485426827170242	0.489583333333333	0.0520833333333333	0.104166666666667	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	0.401807733182259	5.43796293627791e-05	0.000170661336198655	0.364490707092881	0.000281948106621635	0.0013626775488474	TRUE	support	strong_positive_dosage	PRKDC	5	5	3	3	0	3060					0.0520833333333333	TRUE	187068	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	conditional_pending_cnv_focality	2	TRUE	conditional_candidate	mutation_plus_cnv_dosage_conditional_pending_focality
ENSG00000162714.12	ZNF496	protein_coding	chr1	247297412	247331846	96	3	0	0.485426827170242	0.489583333333333	0.0416666666666667	0.104166666666667	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	0.370350274774051	0.00022057128097014	0.000599118651801951	0.400508408267239	5.77810064551132e-05	0.000377331989631177	TRUE	support	strong_positive_dosage	ZNF496	5	5	0	0	0	579					0.0520833333333333	TRUE	34435	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	conditional_pending_cnv_focality	2	TRUE	conditional_candidate	mutation_plus_cnv_dosage_conditional_pending_focality
ENSG00000155657.28	TTN	protein_coding	chr2	178525989	178830802	96	3	0	0.362570079384708	0.3125	0.0729166666666667	0.0520833333333333	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.246748665984275	0.0159276530589399	0.0285182120702352	0.17393210074294	0.091851144059599	0.155480006535483	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	TTN	37	31	3	3	0	32918					0.322916666666667	TRUE	304814	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000164796.18	CSMD3	protein_coding	chr8	112222928	113436939	96	4	0.423998453277475	0.84799690655495	0.677083333333333	0.0208333333333333	0.260416666666667	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	-0.00804741359171006	0.938305845803069	0.951390490860713	-0.00951810336201793	0.927059606499532	0.948871338525389	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	CSMD3	19	16	1	1	0	3430					0.166666666666667	TRUE	1214012	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000143631.11	FLG	protein_coding	chr1	152302165	152325239	96	3	0	0.362570079384708	0.4375	0.0208333333333333	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.185458865749295	0.0719643476695075	0.109155825516648	0.0988989229005887	0.340323258061689	0.445405527217578	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	FLG	13	13	3	3	0	3505					0.135416666666667	TRUE	23075	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000182348.7	ZNF804B	protein_coding	chr7	88759700	89338528	96	4	0.360671783119073	0.485426827170242	0.510416666666667	0.0416666666666667	0.197916666666667	0	amplification	recurrent_amplification	FALSE	TRUE	TRUE	FALSE									not_comparable		ZNF804B	9	9	1	1	0	615					0.09375	TRUE	578829	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000154358.22	OBSCN	protein_coding	chr1	228208044	228378876	96	3	0	0.485426827170242	0.479166666666667	0.0208333333333333	0.104166666666667	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	0.225648767501254	0.0279009098267371	0.0471471470250074	0.202086867502844	0.049537367015405	0.093724136728236	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	OBSCN	9	9	0	0	0	7234					0.09375	TRUE	170833	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000165323.15	FAT3	protein_coding	chr11	92352096	92896470	96	2	0	0.485426827170242	0.135416666666667	0.354166666666667	0.0729166666666667	0	amplification	recurrent_loss	TRUE	TRUE	TRUE	TRUE	95	0.0144341672901371	0.889583200564426	0.913423540568217	0.160625463161892	0.119952514885591	0.193197586205113	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	FAT3	8	8	2	2	0	3816					0.0833333333333333	TRUE	544375	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000157423.18	HYDIN	protein_coding	chr16	70802084	71230722	96	3	0	0.362570079384708	0.3125	0.135416666666667	0.03125	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.114665672132899	0.268518134567958	0.34097796961959	0.305272512684691	0.002628054890256	0.0084612825890395	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	HYDIN	8	8	1	1	0	4998					0.0833333333333333	TRUE	428639	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000054654.19	SYNE2	protein_coding	chr14	63761899	64226433	96	3	0	0.362570079384708	0.333333333333333	0.145833333333333	0.0208333333333333	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.422798750990726	1.96937405675245e-05	6.86897738936593e-05	0.332622743451238	0.000989863868980217	0.00380638374360434	TRUE	support	strong_positive_dosage	SYNE2	9	8	0	0	0	6794					0.0833333333333333	TRUE	464535	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000205038.12	PKHD1L1	protein_coding	chr8	109362461	109537207	96	4	0.362570079384708	0.750087058921146	0.65625	0.0208333333333333	0.229166666666667	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	-0.148084249164976	0.15210135280977	0.209327114089366	-0.0872519044090294	0.400474966365279	0.506868615114218	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	PKHD1L1	10	7	0	0	0	4232					0.0729166666666667	TRUE	174747	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000160145.15	KALRN	protein_coding	chr3	124080023	124726325	96	4	0.362570079384708	0.652076696579693	0.552083333333333	0.0729166666666667	0.208333333333333	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	0.2220703143658	0.0305485743407247	0.0511374102150304	0.13667483447842	0.186596968080238	0.276032048197081	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	KALRN	7	7	0	0	0	2906					0.0729166666666667	TRUE	646303	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000169876.14	MUC17	protein_coding	chr7	101020072	101058859	96	3	0.289506617194985	0.485426827170242	0.489583333333333	0.0833333333333333	0.145833333333333	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	0.0485268733102252	0.640503244026552	0.702791264949671	0.00198911096485131	0.98473674883248	0.989339416041632	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	MUC17	8	7	0	0	0	4449					0.0729166666666667	TRUE	38788	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000155816.20	FMN2	protein_coding	chr1	240014348	240475187	96	3	0.179386743426719	0.485426827170242	0.5	0.0416666666666667	0.125	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	0.210978737613718	0.0401399323419002	0.0651881959226505	0.208507765868948	0.0425884830434363	0.0828004203521171	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	FMN2	7	7	0	0	0	1622					0.0729166666666667	TRUE	460840	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000198626.17	RYR2	protein_coding	chr1	237042184	237833988	96	3	0	0.485426827170242	0.479166666666667	0.0416666666666667	0.125	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	0.0281736770664568	0.786374441886962	0.827549636711514	0.0538991937466184	0.603923189417922	0.694563697125065	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	RYR2	9	7	3	3	0	4851					0.0729166666666667	TRUE	791805	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000116183.11	PAPPA2	protein_coding	chr1	176463171	176845601	96	3	0	0.362570079384708	0.395833333333333	0.0416666666666667	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.096961485372245	0.349913238535877	0.426364305448884	0.0229233428288804	0.825481570209198	0.87334256055669	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	PAPPA2	7	7	0	0	0	1429					0.0729166666666667	TRUE	382431	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000127603.30	MACF1	protein_coding	chr1	39081316	39487177	96	2.5	0	0	0.177083333333333	0.15625	0.0625	0	amplification	not_recurrent	TRUE	TRUE	FALSE	FALSE									not_comparable		MACF1	7	7	1	1	0	5888					0.0729166666666667	TRUE	405862	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000151914.20	DST	protein_coding	chr6	56457987	56954649	96	3	0	0	0.21875	0.104166666666667	0.0520833333333333	0	amplification	recurrent_gain	TRUE	TRUE	FALSE	FALSE									not_comparable		DST	8	7	0	0	0	7368					0.0729166666666667	TRUE	496663	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000060718.22	COL11A1	protein_coding	chr1	102876467	103108872	96	2	0	0	0.135416666666667	0.229166666666667	0.0208333333333333	0	amplification	recurrent_loss	TRUE	TRUE	FALSE	FALSE									not_comparable		COL11A1	7	7	2	2	0	1560					0.0729166666666667	TRUE	232406	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000155052.14	CNTNAP5	protein_coding	chr2	124025287	124915287	96	3	0	0.362570079384708	0.28125	0.0729166666666667	0.0104166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.127810791667949	0.217082399796398	0.284669526855332	0.175699752407176	0.0885466077955576	0.150887888441336	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	CNTNAP5	8	7	0	0	0	940					0.0729166666666667	TRUE	890001	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000163513.19	TGFBR2	protein_coding	chr3	30606601	30694142	96	2	-0.485426827170242	0.736965594166206	0.0104166666666667	0.708333333333333	0	0	none	recurrent_loss	TRUE	TRUE	TRUE	TRUE	95	0.147577308694287	0.153524796555971	0.210965594313883	0.000217896248916254	0.998327895016768	0.998664894879892	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	TGFBR2	7	7	1	1	0	530					0.0729166666666667	TRUE	87542	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000151835.16	SACS	protein_coding	chr13	23328826	23433740	96	2	0	0.485426827170242	0.0729166666666667	0.427083333333333	0	0	none	recurrent_loss	TRUE	TRUE	TRUE	TRUE	95	0.111617437173804	0.281534174032068	0.354841621454451	0.114032671294668	0.271187036809978	0.371863125856956	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	SACS	7	7	0	0	0	2270					0.0729166666666667	TRUE	104915	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000131018.24	SYNE1	protein_coding	chr6	152121684	152637801	96	2	0	0.0733258024315636	0.15625	0.239583333333333	0	0	none	recurrent_loss	TRUE	TRUE	TRUE	TRUE	95	-0.0876180209849435	0.398493497336044	0.475328680701252	0.000937035992767985	0.992809408954671	0.994830069957687	FALSE	same_direction_nonsignificant	no_strong_dosage_evidence	SYNE1	7	7	1	1	0	7171					0.0729166666666667	TRUE	516118	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000090402.8	SI	protein_coding	chr3	164978898	165078496	96	5	0.84799690655495	0.736965594166206	0.802083333333333	0	0.5	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	0.0382554041295568	0.712823853802302	0.765390916427127	0.0820621309079118	0.429183934119619	0.535375169234792	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	SI	6	6	0	0	0	1665					0.0625	TRUE	99599	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000040731.10	CDH10	protein_coding	chr5	24487100	24644978	96	4	0.362570079384708	0.84799690655495	0.59375	0.0416666666666667	0.322916666666667	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	0.103706961789162	0.317248108157101	0.392291391151361	0.137533755043073	0.183817353346313	0.272747358738497	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	CDH10	7	6	0	0	0	733					0.0625	TRUE	157879	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
ENSG00000079102.16	RUNX1T1	protein_coding	chr8	91954967	92103286	96	4	0.362570079384708	0.496698799552376	0.572916666666667	0.0208333333333333	0.145833333333333	0	amplification	recurrent_amplification	TRUE	TRUE	TRUE	TRUE	95	0.0777281516084757	0.454035174054877	0.529526768196059	0.11908095822587	0.250396161263628	0.34911215008194	TRUE	same_direction_nonsignificant	no_strong_dosage_evidence	RUNX1T1	6	6	0	0	0	604					0.0625	TRUE	148320	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	not_met	1	TRUE	conditional_candidate	recurrent_mutation_conditional
