feature_id	effect	p	complete_candidate_pairs	study_id	analysis_id	platform	ion_mode	evidence_family	pairing_confidence	pairing_basis	interpretation	estimable	q_evidence_family	direction
AN004962__59	0.712840957905342	1.58323011337778e-07	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	1.69405622131422e-05	higher_in_early_ESCC
AN004963__127	0.208241276073602	1.14960835634162e-06	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	9.22560705964148e-05	higher_in_early_ESCC
AN004962__29	0.65588510853968	3.20459950328989e-06	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.000205735288111211	higher_in_early_ESCC
AN004962__41	0.862162823834294	4.49732651126493e-06	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.000228839997982284	higher_in_early_ESCC
AN004962__67	0.886567697925593	4.99028032983174e-06	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.000228839997982284	higher_in_early_ESCC
AN004962__17	0.363144611223994	6.43554681086529e-06	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00025822631578597	higher_in_early_ESCC
AN004962__2	0.766024701090305	8.25556345822768e-06	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.000294448430010121	higher_in_early_ESCC
AN004962__174	1.30285398387562	9.36986690695694e-06	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.000300772727713318	higher_in_early_ESCC
AN004962__8	0.262620981341013	2.16081665153625e-05	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.000563258551525628	higher_in_early_ESCC
AN004962__82	0.492160415325886	1.94264550022948e-05	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.000563258551525628	higher_in_early_ESCC
AN004962__110	0.44868529354285	2.28110939870192e-05	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.000563258551525628	higher_in_early_ESCC
AN004962__54	0.585481342662453	2.50645575106653e-05	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.000574694497208825	higher_in_early_ESCC
AN004962__31	0.768522161545983	3.0054476379865e-05	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.000602967932371042	higher_in_early_ESCC
AN004962__95	0.0310077636594255	2.98932932149828e-05	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.000602967932371042	higher_in_early_ESCC
AN004963__148	0.073466479639808	3.38297597423545e-05	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00063878546337034	higher_in_early_ESCC
AN004963__221	-0.96053837373096	5.54134365482644e-05	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.000988206285110715	lower_in_early_ESCC
AN004963__39	-0.648907390296276	5.85321292297595e-05	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.000988884920144884	lower_in_early_ESCC
AN004962__251	0.396405592316053	6.67040496390382e-05	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00107059999670656	higher_in_early_ESCC
AN004962__228	0.108384930584079	7.76457960950621e-05	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00118687145459595	higher_in_early_ESCC
AN004963__28	-0.325867870998786	8.22335838190387e-05	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00119986274572325	lower_in_early_ESCC
AN004962__260	0.473430576381613	8.81928006689895e-05	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00123086473977155	higher_in_early_ESCC
AN004962__112	0.0163361610853257	0.00010712227620154	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0014327604441956	higher_in_early_ESCC
AN004962__47	-0.0382382309990978	0.000118381203327373	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00146155254877256	lower_in_early_ESCC
AN004962__52	0.223267773959327	0.000115146545775956	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00146155254877256	higher_in_early_ESCC
AN004962__88	0.484703024011295	0.000124946541778719	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0014789364726628	higher_in_early_ESCC
AN004963__222	0.109694291488607	0.00012900380446903	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0014789364726628	higher_in_early_ESCC
AN004962__37	0.398024512650533	0.000178666765831821	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00186480635828473	higher_in_early_ESCC
AN004962__107	0.322312329310724	0.000180090333666127	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00186480635828473	higher_in_early_ESCC
AN004962__113	0.393052345632111	0.000173830035829219	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00186480635828473	higher_in_early_ESCC
AN004962__255	0.071630360308232	0.000215039461231727	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00210698291062116	higher_in_early_ESCC
AN004963__27	-0.092400217618915	0.000216605719783484	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00210698291062116	lower_in_early_ESCC
AN004962__66	0.354233130914844	0.000281455384029361	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00244181562901148	higher_in_early_ESCC
AN004962__114	0.274765216201819	0.000276437551799102	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00244181562901148	higher_in_early_ESCC
AN004962__244	0.0248925240918316	0.00026020287597747	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00244181562901148	higher_in_early_ESCC
AN004962__253	1.06336074792155	0.000271875362143668	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00244181562901148	higher_in_early_ESCC
AN004963__168	0.725413557702843	0.000290981144113982	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00245802492791022	higher_in_early_ESCC
AN004962__21	-0.947425330847687	0.000303916830255087	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00250146929517649	lower_in_early_ESCC
AN004963__207	-0.534207807945127	0.000398865514344557	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00320089575261507	lower_in_early_ESCC
AN004962__140	0.371352764810203	0.000454924534672676	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00347692322928402	higher_in_early_ESCC
AN004962__183	0.435606713579239	0.000447384038235553	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00347692322928402	higher_in_early_ESCC
AN004962__184	1.28666424004872	0.000484548160223644	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00361720835887883	higher_in_early_ESCC
AN004962__98	0.605675415637173	0.000514611921384455	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00375432788100932	higher_in_early_ESCC
AN004963__32	0.349383044309208	0.000534138299513214	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00381018653652759	higher_in_early_ESCC
AN004963__173	0.613513554528857	0.000575491513094035	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00401592990659099	higher_in_early_ESCC
AN004963__92	-0.808236904198252	0.000708389864442145	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0048381520528921	lower_in_early_ESCC
AN004962__33	0.399598829799026	0.000881105019325129	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00544901731410677	higher_in_early_ESCC
AN004962__75	0.371550461742898	0.000854020531881069	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00544901731410677	higher_in_early_ESCC
AN004963__69	0.0845039933082864	0.000850446684058171	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00544901731410677	higher_in_early_ESCC
AN004963__107	0.0674511057666246	0.000835690063278488	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00544901731410677	higher_in_early_ESCC
AN004963__118	0.175970401725207	0.000882706854621657	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00544901731410677	higher_in_early_ESCC
AN004962__204	0.671903130685115	0.000940604788894461	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00569687051387022	higher_in_early_ESCC
AN004962__252	0.111299251673626	0.00100938788944897	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00600025023172443	higher_in_early_ESCC
AN004963__175	-0.430374332921547	0.00103196848637688	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00602294334776326	lower_in_early_ESCC
AN004962__229	0.0106269525259082	0.00108939083467371	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00624454389161178	higher_in_early_ESCC
AN004963__122	0.0459551988436607	0.00112199312954221	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00631859288742192	higher_in_early_ESCC
AN004962__258	0.0323265388439849	0.00118457170506069	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00655599167800833	higher_in_early_ESCC
AN004963__185	0.172036872356953	0.00121295937595272	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00659932135052244	higher_in_early_ESCC
AN004963__135	0.314290184195286	0.00131786079244587	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0070505552395854	higher_in_early_ESCC
AN004963__95	-1.28898203784601	0.00146541388758827	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00771144029370223	lower_in_early_ESCC
AN004962__77	0.0193984347936746	0.00149726671184744	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.00775197765327466	higher_in_early_ESCC
AN004962__128	0.361734123391254	0.00203129663522895	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0103499399985475	higher_in_early_ESCC
AN004962__165	0.383601426929471	0.00207652305127275	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0104150609290399	higher_in_early_ESCC
AN004963__86	0.427143389114903	0.00213747209785552	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0105558237447942	higher_in_early_ESCC
AN004963__199	-0.264609228010229	0.00223455246311324	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0108680506160508	lower_in_early_ESCC
AN004963__80	-0.123081049713829	0.00248994047154486	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0117539836965573	lower_in_early_ESCC
AN004963__151	0.0966793457449824	0.00245942409235381	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0117539836965573	higher_in_early_ESCC
AN004962__3	0.0225034033247152	0.00254820068319867	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0118546727435764	higher_in_early_ESCC
AN004962__209	0.00783680466154177	0.00259896401277943	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0119181064014599	higher_in_early_ESCC
AN004963__54	-0.0658110233625528	0.00354631218466165	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0160063884792026	lower_in_early_ESCC
AN004963__114	-1.04064022577304	0.00359021797664358	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0160063884792026	lower_in_early_ESCC
AN004962__60	0.263625073070463	0.00370952937927165	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0163117661746055	higher_in_early_ESCC
AN004962__136	0.0121176408692611	0.00395108078802912	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0171391477426669	higher_in_early_ESCC
AN004963__3	-0.702298360594217	0.00418513538036188	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0179123794279489	lower_in_early_ESCC
AN004962__218	0.129262937868476	0.00440277901600614	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0185959482123417	higher_in_early_ESCC
AN004963__211	-0.999905101373421	0.00474615607913317	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0197859233948279	lower_in_early_ESCC
AN004962__167	0.286221213055563	0.0050263325953019	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0206852918345117	higher_in_early_ESCC
AN004963__160	0.0979905810235291	0.00554450788597427	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0225289497645284	higher_in_early_ESCC
AN004963__218	0.237483644306966	0.00601889994616115	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0241508360339716	higher_in_early_ESCC
AN004963__76	-0.10806168702325	0.00612618245153051	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.024277834159769	lower_in_early_ESCC
AN004962__53	0.226606029061961	0.00641572693512162	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0250463087215545	higher_in_early_ESCC
AN004963__217	0.243071688003516	0.00647614836102501	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0250463087215545	higher_in_early_ESCC
AN004962__24	0.243667169307991	0.00658834041398644	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0251768722963053	higher_in_early_ESCC
AN004962__191	0.0144928830048674	0.00717940552015189	16	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0270337459753445	higher_in_early_ESCC
AN004963__139	0.419284826771463	0.00724268583763124	16	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	low	case/control numbering offset 16; participant mapping not supplied	number-offset pairing sensitivity only; unpaired model remains primary	TRUE	0.0270337459753445	higher_in_early_ESCC
