view	factor	feature	value	abs_weight
RNA	Factor7	ENSG00000156150.9	-0.553485810756683	0.553485810756683
RNA	Factor7	ENSG00000144057.15	-0.553406298160553	0.553406298160553
RNA	Factor7	ENSG00000109205.16	-0.550088346004486	0.550088346004486
RNA	Factor7	ENSG00000186910.4	-0.546770095825195	0.546770095825195
RNA	Factor8	ENSG00000055732.13	0.38017001748085	0.38017001748085
RNA	Factor8	ENSG00000170837.3	0.369189590215683	0.369189590215683
RNA	Factor8	ENSG00000215612.8	0.344322025775909	0.344322025775909
RNA	Factor8	ENSG00000197587.11	0.336393862962723	0.336393862962723
RNA	Factor8	ENSG00000235034.7	0.332178741693497	0.332178741693497
RNA	Factor8	ENSG00000106078.19	0.30754479765892	0.30754479765892
RNA	Factor8	ENSG00000176381.6	0.301312267780304	0.301312267780304
RNA	Factor8	ENSG00000102109.9	0.287242501974106	0.287242501974106
RNA	Factor8	ENSG00000073150.14	0.283239334821701	0.283239334821701
RNA	Factor8	ENSG00000130540.14	0.278185904026032	0.278185904026032
RNA	Factor8	ENSG00000101098.13	0.276920288801193	0.276920288801193
RNA	Factor8	ENSG00000136931.10	-0.276508301496506	0.276508301496506
RNA	Factor8	ENSG00000125878.6	0.275678902864456	0.275678902864456
RNA	Factor8	ENSG00000183770.7	0.26338118314743	0.26338118314743
RNA	Factor8	ENSG00000166897.16	0.261296331882477	0.261296331882477
RNA	Factor8	ENSG00000115361.8	0.258044570684433	0.258044570684433
RNA	Factor8	ENSG00000123496.8	0.254707902669907	0.254707902669907
RNA	Factor8	ENSG00000181374.8	0.25319966673851	0.25319966673851
RNA	Factor8	ENSG00000124749.17	-0.249745607376099	0.249745607376099
RNA	Factor8	ENSG00000133488.15	0.248951658606529	0.248951658606529
miRNA	Factor1	hsa-mir-149	0.492416173219681	0.492416173219681
miRNA	Factor1	hsa-mir-6512	0.479444622993469	0.479444622993469
miRNA	Factor1	hsa-mir-129-1	0.437222123146057	0.437222123146057
miRNA	Factor1	hsa-mir-129-2	0.434359461069107	0.434359461069107
miRNA	Factor1	hsa-mir-193a	-0.396110117435455	0.396110117435455
miRNA	Factor1	hsa-mir-142	-0.370856881141663	0.370856881141663
miRNA	Factor1	hsa-mir-570	0.366498947143555	0.366498947143555
miRNA	Factor1	hsa-mir-183	0.366185933351517	0.366185933351517
miRNA	Factor1	hsa-mir-6854	0.361912846565247	0.361912846565247
miRNA	Factor1	hsa-mir-96	0.361840277910233	0.361840277910233
miRNA	Factor1	hsa-mir-561	0.361464649438858	0.361464649438858
miRNA	Factor1	hsa-mir-9-2	0.343901365995407	0.343901365995407
miRNA	Factor1	hsa-mir-155	-0.34235817193985	0.34235817193985
miRNA	Factor1	hsa-mir-212	-0.341263681650162	0.341263681650162
miRNA	Factor1	hsa-mir-9-3	0.340159237384796	0.340159237384796
miRNA	Factor1	hsa-mir-9-1	0.338632345199585	0.338632345199585
miRNA	Factor1	hsa-mir-182	0.335266798734665	0.335266798734665
miRNA	Factor1	hsa-mir-4772	-0.33169212937355	0.33169212937355
miRNA	Factor1	hsa-mir-150	-0.308515816926956	0.308515816926956
miRNA	Factor1	hsa-mir-708	0.300511687994003	0.300511687994003
miRNA	Factor2	hsa-mir-105-1	0.482544362545013	0.482544362545013
miRNA	Factor2	hsa-mir-767	0.466527819633484	0.466527819633484
miRNA	Factor2	hsa-mir-105-2	0.461714863777161	0.461714863777161
miRNA	Factor2	hsa-mir-940	0.381379365921021	0.381379365921021
miRNA	Factor2	hsa-mir-7706	0.37082251906395	0.37082251906395
miRNA	Factor2	hsa-mir-301a	0.287908107042313	0.287908107042313
miRNA	Factor2	hsa-mir-4652	0.281144738197327	0.281144738197327
miRNA	Factor2	hsa-mir-183	0.279271334409714	0.279271334409714
miRNA	Factor2	hsa-mir-142	-0.276616126298904	0.276616126298904
miRNA	Factor2	hsa-mir-4661	0.275829315185547	0.275829315185547
miRNA	Factor2	hsa-mir-944	0.268100649118423	0.268100649118423
miRNA	Factor2	hsa-mir-301b	0.266019612550735	0.266019612550735
miRNA	Factor2	hsa-mir-338	-0.257879555225372	0.257879555225372
miRNA	Factor2	hsa-mir-1266	0.255763500928879	0.255763500928879
miRNA	Factor2	hsa-mir-1910	0.243038803339005	0.243038803339005
miRNA	Factor2	hsa-mir-150	-0.240094229578972	0.240094229578972
miRNA	Factor2	hsa-mir-760	0.226528614759445	0.226528614759445
miRNA	Factor2	hsa-mir-4772	-0.226298153400421	0.226298153400421
miRNA	Factor2	hsa-mir-146a	-0.224398300051689	0.224398300051689
miRNA	Factor2	hsa-mir-429	0.223212227225304	0.223212227225304
miRNA	Factor3	hsa-mir-455	0.580816864967346	0.580816864967346
miRNA	Factor3	hsa-mir-2355	0.570403337478638	0.570403337478638
miRNA	Factor3	hsa-mir-210	0.507454097270966	0.507454097270966
miRNA	Factor3	hsa-mir-150	-0.497984170913696	0.497984170913696
miRNA	Factor3	hsa-mir-299	0.481909155845642	0.481909155845642
miRNA	Factor3	hsa-mir-1245a	0.47834450006485	0.47834450006485
miRNA	Factor3	hsa-mir-101-2	-0.465667277574539	0.465667277574539
miRNA	Factor3	hsa-mir-101-1	-0.465280503034592	0.465280503034592
miRNA	Factor3	hsa-mir-193b	0.450805425643921	0.450805425643921
miRNA	Factor3	hsa-mir-1468	-0.44846373796463	0.44846373796463
miRNA	Factor3	hsa-mir-1266	-0.436698347330093	0.436698347330093
miRNA	Factor3	hsa-mir-6510	-0.410598605871201	0.410598605871201
miRNA	Factor3	hsa-mir-148a	-0.399380087852478	0.399380087852478
miRNA	Factor3	hsa-mir-134	0.387613385915756	0.387613385915756
miRNA	Factor3	hsa-mir-375	-0.379316002130508	0.379316002130508
miRNA	Factor3	hsa-mir-708	0.367128491401672	0.367128491401672
miRNA	Factor3	hsa-mir-363	-0.366287648677826	0.366287648677826
miRNA	Factor3	hsa-mir-598	-0.359699964523315	0.359699964523315
miRNA	Factor3	hsa-mir-450a-1	0.347586780786514	0.347586780786514
miRNA	Factor3	hsa-mir-4491	-0.340700626373291	0.340700626373291
miRNA	Factor4	hsa-mir-6720	0.13104048371315	0.13104048371315
miRNA	Factor4	hsa-mir-4449	0.129926204681396	0.129926204681396
miRNA	Factor4	hsa-mir-1180	0.126077428460121	0.126077428460121
miRNA	Factor4	hsa-mir-887	-0.125155866146088	0.125155866146088
miRNA	Factor4	hsa-mir-378a	0.123959891498089	0.123959891498089
miRNA	Factor4	hsa-mir-656	-0.121293723583221	0.121293723583221
miRNA	Factor4	hsa-mir-1245a	-0.118263863027096	0.118263863027096
miRNA	Factor4	hsa-mir-205	0.114945784211159	0.114945784211159
miRNA	Factor4	hsa-mir-592	0.112593002617359	0.112593002617359
miRNA	Factor4	hsa-mir-33b	0.111900381743908	0.111900381743908
miRNA	Factor4	hsa-mir-200b	0.10912049561739	0.10912049561739
miRNA	Factor4	hsa-mir-95	-0.107336968183517	0.107336968183517
miRNA	Factor4	hsa-mir-4652	0.106521368026733	0.106521368026733
miRNA	Factor4	hsa-mir-655	-0.105564318597317	0.105564318597317
miRNA	Factor4	hsa-mir-143	0.105525821447372	0.105525821447372
miRNA	Factor4	hsa-mir-155	-0.102270528674126	0.102270528674126
miRNA	Factor4	hsa-mir-137	-0.0996865257620811	0.0996865257620811
miRNA	Factor4	hsa-mir-3130-1	0.099409319460392	0.099409319460392
miRNA	Factor4	hsa-mir-200c	0.0987894758582115	0.0987894758582115
miRNA	Factor4	hsa-mir-200a	0.0973805338144302	0.0973805338144302
miRNA	Factor5	hsa-mir-145	-1.12125682830811	1.12125682830811
miRNA	Factor5	hsa-mir-1-2	-1.08127427101135	1.08127427101135
miRNA	Factor5	hsa-mir-1-1	-1.05377197265625	1.05377197265625
miRNA	Factor5	hsa-mir-143	-0.955234229564667	0.955234229564667
miRNA	Factor5	hsa-mir-6507	-0.9395512342453	0.9395512342453
miRNA	Factor5	hsa-mir-490	-0.934865951538086	0.934865951538086
miRNA	Factor5	hsa-mir-217	-0.817382514476776	0.817382514476776
miRNA	Factor5	hsa-mir-218-2	-0.799402117729187	0.799402117729187
miRNA	Factor5	hsa-mir-548b	-0.775468945503235	0.775468945503235
miRNA	Factor5	hsa-mir-218-1	-0.76522034406662	0.76522034406662
miRNA	Factor5	hsa-mir-504	-0.696911454200745	0.696911454200745
miRNA	Factor5	hsa-mir-216a	-0.694377183914185	0.694377183914185
miRNA	Factor5	hsa-mir-1258	-0.692911088466644	0.692911088466644
miRNA	Factor5	hsa-mir-10a	-0.680557191371918	0.680557191371918
miRNA	Factor5	hsa-mir-195	-0.649332880973816	0.649332880973816
miRNA	Factor5	hsa-mir-497	-0.646525979042053	0.646525979042053
miRNA	Factor5	hsa-mir-125b-1	-0.616619229316711	0.616619229316711
miRNA	Factor5	hsa-mir-139	-0.610644638538361	0.610644638538361
miRNA	Factor5	hsa-mir-20a	0.591946840286255	0.591946840286255
miRNA	Factor5	hsa-mir-125b-2	-0.582590341567993	0.582590341567993
miRNA	Factor6	hsa-mir-203a	-0.7036052942276	0.7036052942276
miRNA	Factor6	hsa-mir-375	-0.420984148979187	0.420984148979187
miRNA	Factor6	hsa-mir-205	-0.363419055938721	0.363419055938721
miRNA	Factor6	hsa-mir-6499	-0.358921498060226	0.358921498060226
miRNA	Factor6	hsa-mir-203b	-0.345094352960587	0.345094352960587
miRNA	Factor6	hsa-mir-200c	-0.329107224941254	0.329107224941254
miRNA	Factor6	hsa-mir-1293	-0.296752661466599	0.296752661466599
miRNA	Factor6	hsa-mir-3065	-0.287145912647247	0.287145912647247
miRNA	Factor6	hsa-mir-135b	-0.285572022199631	0.285572022199631
miRNA	Factor6	hsa-mir-139	-0.284264534711838	0.284264534711838
miRNA	Factor6	hsa-mir-141	-0.281150639057159	0.281150639057159
miRNA	Factor6	hsa-mir-452	-0.280418545007706	0.280418545007706
miRNA	Factor6	hsa-mir-200b	-0.272885918617249	0.272885918617249
miRNA	Factor6	hsa-mir-200a	-0.26257461309433	0.26257461309433
miRNA	Factor6	hsa-mir-934	-0.262431025505066	0.262431025505066
miRNA	Factor6	hsa-mir-516a-1	0.254275381565094	0.254275381565094
miRNA	Factor6	hsa-mir-429	-0.245936900377274	0.245936900377274
miRNA	Factor6	hsa-mir-519a-1	0.244178578257561	0.244178578257561
miRNA	Factor6	hsa-mir-181b-2	0.238702267408371	0.238702267408371
miRNA	Factor6	hsa-mir-6510	-0.232466012239456	0.232466012239456
miRNA	Factor7	hsa-mir-135b	-0.522308588027954	0.522308588027954
miRNA	Factor7	hsa-mir-93	-0.391658544540405	0.391658544540405
miRNA	Factor7	hsa-mir-4491	0.369066029787064	0.369066029787064
miRNA	Factor7	hsa-mir-887	-0.329773843288422	0.329773843288422
miRNA	Factor7	hsa-mir-3913-1	-0.319861710071564	0.319861710071564
miRNA	Factor7	hsa-mir-3922	-0.314691483974457	0.314691483974457
miRNA	Factor7	hsa-mir-196b	-0.309438049793243	0.309438049793243
miRNA	Factor7	hsa-mir-511	0.307837724685669	0.307837724685669
miRNA	Factor7	hsa-mir-130b	-0.304949760437012	0.304949760437012
miRNA	Factor7	hsa-mir-146a	-0.295758843421936	0.295758843421936
miRNA	Factor7	hsa-mir-576	-0.288234174251556	0.288234174251556
miRNA	Factor7	hsa-mir-378c	0.284692585468292	0.284692585468292
miRNA	Factor7	hsa-mir-1287	-0.277606248855591	0.277606248855591
miRNA	Factor7	hsa-mir-152	0.272958278656006	0.272958278656006
miRNA	Factor7	hsa-mir-3662	-0.26628988981247	0.26628988981247
miRNA	Factor7	hsa-mir-582	0.258617699146271	0.258617699146271
miRNA	Factor7	hsa-mir-181b-2	-0.256637394428253	0.256637394428253
miRNA	Factor7	hsa-mir-431	-0.254132479429245	0.254132479429245
miRNA	Factor7	hsa-mir-3614	0.253379166126251	0.253379166126251
miRNA	Factor7	hsa-mir-3677	0.250717550516129	0.250717550516129
miRNA	Factor8	hsa-mir-4728	-0.140810027718544	0.140810027718544
miRNA	Factor8	hsa-mir-3200	0.132960721850395	0.132960721850395
miRNA	Factor8	hsa-mir-99a	-0.122171960771084	0.122171960771084
miRNA	Factor8	hsa-mir-95	0.11304596811533	0.11304596811533
miRNA	Factor8	hsa-mir-5699	0.112597547471523	0.112597547471523
miRNA	Factor8	hsa-mir-34c	-0.111997924745083	0.111997924745083
miRNA	Factor8	hsa-mir-504	-0.111540637910366	0.111540637910366
miRNA	Factor8	hsa-mir-3615	-0.110480099916458	0.110480099916458
miRNA	Factor8	hsa-mir-708	-0.109966136515141	0.109966136515141
miRNA	Factor8	hsa-mir-1304	-0.109461978077888	0.109461978077888
miRNA	Factor8	hsa-mir-891a	0.108379520475864	0.108379520475864
miRNA	Factor8	hsa-mir-584	0.108368210494518	0.108368210494518
miRNA	Factor8	hsa-mir-196b	0.0939101055264473	0.0939101055264473
miRNA	Factor8	hsa-mir-541	0.0938311368227005	0.0938311368227005
miRNA	Factor8	hsa-mir-20a	-0.0914547294378281	0.0914547294378281
miRNA	Factor8	hsa-mir-6842	-0.090933658182621	0.090933658182621
miRNA	Factor8	hsa-mir-4687	0.090561218559742	0.090561218559742
miRNA	Factor8	hsa-mir-193b	0.0892475619912148	0.0892475619912148
miRNA	Factor8	hsa-mir-3150b	-0.0875899195671082	0.0875899195671082
miRNA	Factor8	hsa-mir-1247	0.0869750156998634	0.0869750156998634
HM450	Factor1	cg01346596	-0.687095642089844	0.687095642089844
HM450	Factor1	cg01243312	-0.659321427345276	0.659321427345276
HM450	Factor1	cg17939040	-0.658420860767365	0.658420860767365
HM450	Factor1	cg16681083	-0.654960691928864	0.654960691928864
HM450	Factor1	cg20513418	0.653931736946106	0.653931736946106
HM450	Factor1	cg13475583	0.646843433380127	0.646843433380127
HM450	Factor1	cg23192683	0.646078228950501	0.646078228950501
HM450	Factor1	cg17212127	-0.62257307767868	0.62257307767868
HM450	Factor1	cg15689991	0.587117612361908	0.587117612361908
HM450	Factor1	cg17951713	0.581301689147949	0.581301689147949
HM450	Factor1	cg25888386	0.564841568470001	0.564841568470001
HM450	Factor1	cg18772127	0.56233561038971	0.56233561038971
HM450	Factor1	cg00916635	0.552502691745758	0.552502691745758
HM450	Factor1	cg06287775	-0.549519240856171	0.549519240856171
HM450	Factor1	cg16988072	0.547657191753388	0.547657191753388
HM450	Factor1	cg20168479	0.546292364597321	0.546292364597321
HM450	Factor1	cg16924010	0.540201008319855	0.540201008319855
HM450	Factor1	cg22984571	0.539794921875	0.539794921875
HM450	Factor1	cg16327891	0.539618074893951	0.539618074893951
HM450	Factor1	cg08782022	0.53115302324295	0.53115302324295
HM450	Factor2	cg26864714	-0.809460163116455	0.809460163116455
HM450	Factor2	cg14715697	-0.800690531730652	0.800690531730652
HM450	Factor2	cg14255471	-0.800589919090271	0.800589919090271
HM450	Factor2	cg27097992	-0.799990594387054	0.799990594387054
HM450	Factor2	cg21449256	-0.788211464881897	0.788211464881897
HM450	Factor2	cg18496841	-0.786750912666321	0.786750912666321
HM450	Factor2	cg00895834	-0.783611536026001	0.783611536026001
HM450	Factor2	cg14602220	-0.781627357006073	0.781627357006073
HM450	Factor2	cg07810282	-0.779669582843781	0.779669582843781
HM450	Factor2	cg10969997	-0.778614938259125	0.778614938259125
HM450	Factor2	cg23061396	-0.776206851005554	0.776206851005554
HM450	Factor2	cg25267258	-0.774203240871429	0.774203240871429
HM450	Factor2	cg08219814	-0.771138727664948	0.771138727664948
HM450	Factor2	cg12985204	-0.767194747924805	0.767194747924805
HM450	Factor2	cg06351537	-0.765808999538422	0.765808999538422
HM450	Factor2	cg27416863	-0.763708591461182	0.763708591461182
HM450	Factor2	cg10576499	-0.759770393371582	0.759770393371582
HM450	Factor2	cg19961228	-0.756342053413391	0.756342053413391
HM450	Factor2	cg25412357	-0.755908250808716	0.755908250808716
HM450	Factor2	cg06850787	-0.754255890846252	0.754255890846252
HM450	Factor3	cg04646987	-0.544542014598846	0.544542014598846
HM450	Factor3	cg23590389	-0.539022982120514	0.539022982120514
HM450	Factor3	cg23752651	-0.499827921390533	0.499827921390533
HM450	Factor3	cg16565901	-0.46395942568779	0.46395942568779
HM450	Factor3	cg08527124	-0.4627505838871	0.4627505838871
HM450	Factor3	cg09043214	-0.460563987493515	0.460563987493515
HM450	Factor3	cg02583618	-0.41919282078743	0.41919282078743
HM450	Factor3	cg11444072	-0.393586993217468	0.393586993217468
HM450	Factor3	cg20223392	-0.391411006450653	0.391411006450653
HM450	Factor3	cg23068558	-0.384673625230789	0.384673625230789
HM450	Factor3	cg01630362	0.382010042667389	0.382010042667389
HM450	Factor3	cg20197694	-0.35797917842865	0.35797917842865
HM450	Factor3	cg04173586	0.35775887966156	0.35775887966156
HM450	Factor3	cg17738521	-0.348994702100754	0.348994702100754
HM450	Factor3	cg03278514	-0.34847104549408	0.34847104549408
HM450	Factor3	cg12707343	0.341820299625397	0.341820299625397
HM450	Factor3	cg10165209	-0.334654986858368	0.334654986858368
HM450	Factor3	cg23548201	-0.331907898187637	0.331907898187637
HM450	Factor3	cg06287775	0.329909235239029	0.329909235239029
HM450	Factor3	cg23256802	0.326001733541489	0.326001733541489
HM450	Factor4	cg02435495	0.696406126022339	0.696406126022339
HM450	Factor4	cg16332610	0.64105612039566	0.64105612039566
HM450	Factor4	cg04138112	0.63740086555481	0.63740086555481
HM450	Factor4	cg04319873	0.635555684566498	0.635555684566498
HM450	Factor4	cg10259748	0.625683605670929	0.625683605670929
HM450	Factor4	cg15012484	0.623314619064331	0.623314619064331
HM450	Factor4	cg13670833	0.618713080883026	0.618713080883026
HM450	Factor4	cg11083416	0.616843283176422	0.616843283176422
HM450	Factor4	cg10191387	0.6142937541008	0.6142937541008
HM450	Factor4	cg08227526	0.613567411899567	0.613567411899567
HM450	Factor4	cg08684639	0.611732006072998	0.611732006072998
